mericarp_num,ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,length,width,depth,spine_length,tip_distance,spine_num,lower_spines
176,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,39,6.66,3.34,4.71,4.25,9.86,2,0
177,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,39,4.18,2.25,4.32,3.46,7.21,2,0
178,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,39,4.68,5.08,5.26,4.94,11.61,2,0
179,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,9.53,4.34,7.2,7.48,14.28,2,0
180,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,9.61,4.71,7.1,7.07,13.42,2,0
181,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,8,4.98,6.4,5.69,11.46,2,0
182,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7.07,3.63,6.03,7.9,15.19,2,0
183,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.66,3.1,4.95,5.08,9.57,2,0
184,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,5.39,3.51,5.14,6.2,13.1,2,0
185,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7.15,4.69,5.64,4.89,11.1,2,0
186,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,4.19,3.35,4.54,6.69,9.93,2,0
187,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7.81,3.54,6.53,5.14,11.42,2,0
188,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7,3.6,5.47,5.67,10.92,2,0
189,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.89,3.45,5.07,5.89,11.61,2,0
190,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.8,3.02,4.74,0,0,2,0
191,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,8.24,3.76,6.26,7.39,14.6,2,0
192,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,5.56,3.44,3.82,0,0,2,0
193,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.37,3.55,5.29,5.77,10.73,2,0
194,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7.23,2.99,5.83,6.26,10.76,2,0
195,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,8.25,3.88,6.51,6.7,12,2,0
196,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7.91,3.54,6.27,6.85,14.24,2,0
197,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7.24,5.07,5.46,6.35,11.21,2,0
198,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,4.7,3.75,4.88,6.77,11.95,2,0
199,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.15,2.59,4.23,5.75,9.76,2,0
200,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.98,2.79,5,5.45,9.95,2,0
201,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.29,2.75,4.35,6.53,10.22,2,0
202,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7.33,4.92,6.65,5.95,11.63,2,0
203,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.18,3.51,5.89,7.91,14.3,2,0
204,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,7.09,3.85,5.74,6.18,11.06,2,0
205,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.17,5.06,5.11,3.9,9.82,2,0
206,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.62,5.37,4.46,5.38,11.53,2,0
207,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,3.93,3.15,4.09,3.48,6.24,2,0
208,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Playa Negra,40,6.05,3.07,4.7,5.19,9.04,2,0
209,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.17,4.45,6.2,6.97,13.66,2,0
210,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.07,3.76,5.2,3.94,9.91,2,0
211,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.57,2.45,4.2,6.62,11.25,2,0
212,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,5.99,3.35,4.78,5.46,11.24,2,0
213,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.68,3.62,4.49,4.78,11.13,2,0
214,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7,4.37,5.24,4.61,11.26,2,0
215,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.69,4.4,5.51,5.45,11.46,2,0
216,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.79,3.66,5.52,4.4,9.96,2,0
217,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,8.14,4.69,4.67,3.7,8.84,2,0
218,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.55,4.08,5.46,4.34,8.13,2,0
219,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.56,3.39,4.16,3.54,7.83,2,0
220,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.3,3.51,5.17,4.28,9.46,2,0
221,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.51,4.72,6.04,3.61,11.87,2,0
222,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.44,3.92,5.69,6.9,12.08,2,0
223,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.36,3.97,5.94,4.21,10.97,2,0
224,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.64,3.53,4.42,2.93,7.25,2,0
225,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.24,2.66,4.29,4.92,8.93,2,0
226,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.68,4.26,5.75,6.34,11.6,2,0
227,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.21,3.86,3.8,3.95,8.18,2,0
228,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,8.33,4.39,5.04,4.09,8.03,2,0
229,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.55,4.93,5.94,5.04,10.44,2,0
230,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.71,3.7,6.21,4.71,10.26,2,0
231,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.44,4.12,6.35,5.37,11.99,2,0
232,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.85,4.58,4.42,6.35,11.86,2,0
233,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,8.07,4.44,5.22,5.05,10.2,2,0
234,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.69,4,4.39,4.47,9.41,2,0
235,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.59,3.76,5.38,5.62,12.79,2,0
236,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,5.1,2.52,4.19,5.2,7.45,2,0
237,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,7.21,3.66,5.51,3.48,8.33,2,0
238,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.82,3.34,3.5,3.26,6.72,2,0
239,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Mina,41,6.79,3.35,4.91,5.52,10.5,2,0
240,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,9.71,3.81,6.36,6.79,12.56,2,0
241,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,9.59,4.57,5.87,5.89,12.4,2,0
242,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.56,3.31,5.93,7.08,13.36,2,0
243,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,9.97,4.55,6.5,6.62,13.76,2,0
244,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.85,3.92,5.52,6.62,11.35,2,0
245,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,6.7,3.53,5.1,6.91,13.19,2,0
246,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.81,4.31,6.42,5.64,10.85,2,0
247,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,6.42,3.22,4.84,7.12,12.71,2,0
248,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,6.03,3.13,3.68,7.24,10.66,2,0
249,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.62,3.73,5.24,7.11,13.09,2,0
250,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.99,3.97,5.98,6.13,12.71,2,0
251,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,5.42,3.87,5.43,6.4,12.94,2,0
252,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,8.86,4.41,6.57,6.99,13.73,2,0
253,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.56,4.06,5.54,7.99,13.68,2,0
254,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,9.42,4.27,6.68,6.69,13.95,2,0
255,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.24,3.51,5.25,6.68,14.28,2,0
256,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,6.63,3.55,5.21,7.6,15.02,2,0
257,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.16,3.84,5.42,7.52,14.2,2,0
258,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.73,4.18,5.57,6.52,12.15,2,0
259,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.26,3.88,5.52,6.7,13.7,2,0
260,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,6.95,3.59,5.32,6.5,12.68,2,0
261,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,8.95,3.56,5.83,6.07,10.71,2,0
262,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.71,3.56,5.5,6.25,11.79,2,0
263,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,7.56,3.81,5.47,5.41,12.27,2,0
264,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,5.21,1.7,3.52,4.82,7.07,2,0
265,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,6.63,2.79,5.16,5.34,9.33,2,0
266,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,6.79,3.16,4.97,5.52,10.84,2,0
267,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,6.15,2.95,4.59,4.78,9.21,2,0
268,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,5.6,2.83,4.2,5.61,11.07,2,0
269,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Botadero,42,5.44,2.67,2.77,6.26,11.78,2,0
270,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.26,2.62,5.09,4.88,9.89,2,0
271,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.49,3.41,4.75,7.7,14.79,2,0
272,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.75,3.46,5.19,5.4,11.35,2,0
273,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.99,3.94,5.49,7.78,14.49,2,0
274,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.05,3.41,4.66,5.81,11.14,2,0
275,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.77,2.66,4.88,7.15,12.06,2,0
276,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.07,3.19,5.36,6.4,11.79,2,0
277,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.44,3.4,6.01,7.05,10.78,2,0
278,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.18,4.04,5.78,6.48,11.72,2,0
279,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.57,3.89,6.17,6.21,12.65,2,0
280,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.75,3.01,5.05,5.1,8.9,2,0
281,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.83,3,4.94,7.77,12.54,2,0
282,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.98,3.3,5.56,8.16,14.01,2,0
283,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.87,3.16,4.76,7.55,12.19,2,0
284,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.63,3.48,5.15,5.71,11.65,2,0
285,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.1,2.27,4.88,7.79,12.88,2,0
286,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.97,3.04,5.43,4.22,8.2,2,0
287,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.89,5.94,4.29,5.96,3.74,2,0
288,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.37,2.89,4.23,3.7,6.48,2,0
289,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.53,4.11,5.08,4.78,9.26,2,0
290,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.55,2.72,4.61,4.51,7.79,2,0
291,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.22,3.84,5.59,5.87,10.5,2,0
292,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.44,2.4,4.74,7.01,12.55,2,0
293,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.45,2.59,4.74,4.79,9.32,2,0
294,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.62,2.92,4.39,6.9,8.96,2,0
295,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,7.37,3.24,5.2,9.01,15.77,2,0
296,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.84,3.21,5.33,6.82,12.07,2,0
297,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,4.3,2.13,3.98,6.96,9.44,2,0
298,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.91,2.97,4.71,5.96,9.85,2,0
299,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,4.7,2.55,4.37,3.94,6.46,2,0
300,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,6.74,3.03,5.4,5.03,9.39,2,0
301,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,4.5,3.31,4.25,2.23,5.11,2,0
302,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Cementery,43,5.38,3.12,4.76,6.26,10.13,2,0
303,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,8.82,6.59,6.61,3.69,11.63,2,0
304,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,6.04,3.63,4.72,5.59,10.41,2,0
305,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,4.41,3.64,4.27,5.76,9.61,2,0
306,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.04,3.39,3.96,5.19,8.64,2,0
307,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.17,2.9,4.54,5.59,8.74,2,0
308,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.69,2.9,4.86,6.01,10.79,2,0
309,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,7.37,4.43,6.35,6.34,12.25,4,1
310,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.77,3.61,4.93,4.95,11.49,2,0
311,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,4.67,2.28,4.06,4.41,4.99,2,0
312,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.66,3.95,4.69,5.99,10.11,2,0
313,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,6.29,3.61,5.79,6.14,10.93,2,0
314,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,6.39,3.18,5.28,5,10.84,2,0
315,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.29,3.68,4.02,6.23,10.78,2,0
316,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,6.24,4.33,5.32,5.05,9.51,2,0
317,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,4.53,2.84,4.3,6.18,7.96,2,0
318,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.92,3.17,4.98,5.87,10.72,4,1
319,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,7.35,3.91,5.9,6.13,11.05,4,1
320,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,7.03,3.77,5.14,4.7,8.92,4,1
321,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.34,3.54,4.6,4.32,7.46,2,0
322,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,4.54,2.45,3.92,3.87,7.08,2,0
323,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,4.12,2.3,3.7,4.92,6.25,2,0
324,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,6.69,4.26,5.68,6.21,8.47,2,0
325,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,6.62,3.27,4.68,4.7,9.18,4,1
326,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.92,4,5.08,5.3,9.39,2,0
327,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.66,2.96,4.71,5.6,9.78,2,0
328,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,4.65,2.7,3.36,4.92,9.31,2,0
329,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,6.83,2.93,4.89,4.41,7.71,2,0
330,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,4.91,2.29,3.52,2.51,3.3,2,0
331,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,5.07,3.09,4.35,3.48,7.09,2,0
332,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,44,6.65,3.78,4.4,4.92,8.71,2,0
333,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.65,3.74,5.56,4.95,10.28,4,1
334,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.04,4.12,4.85,4.34,10.13,2,0
335,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,5.64,3.59,5.21,3.87,9.03,2,0
336,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,5.84,3.29,4.47,3.55,7.69,4,1
337,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.09,3.41,4.96,5.88,9.13,2,0
338,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,9.58,4.47,5.96,5.13,10.24,2,0
339,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.36,4.09,5.64,4.42,9.82,2,0
340,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.64,4.64,5.7,3.94,11.23,4,1
341,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,8.37,3.43,4.87,4.12,9.03,4,1
342,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,5.21,2.75,4.29,4.73,7.47,2,0
343,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,7.86,3.53,5.55,4.02,8.91,4,1
344,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.33,3.79,5.33,4.71,10.99,2,0
345,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.66,4.75,6.25,4.22,11.23,4,1
346,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,7.75,4.13,5.24,5.12,9.72,4,1
347,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,7.64,3.55,5.52,4.52,9.4,4,1
348,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,8.81,3.84,6.23,5.71,10.63,2,0
349,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,5.78,3.16,4.52,3.39,8.82,2,0
350,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,7.48,4.13,6.12,5.92,11.37,4,1
351,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,8.49,4.15,5.41,4.56,8.82,2,0
352,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.12,3.88,5.14,3.59,7.95,2,0
353,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.13,3.4,5.13,6.13,10.19,2,0
354,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,5.82,3.76,4.96,3.79,7.01,2,0
355,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,5.19,3.44,4.44,5.71,11.1,2,0
356,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,7.96,3.38,5.26,4.86,9.93,2,0
357,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.45,3.85,4.86,4.9,8.74,4,1
358,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,6.24,3.29,4.89,4.7,8.88,2,0
359,CDRS_57145,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,1,Loberia,45,8.04,4.01,5.68,5.86,11.05,2,0
