ID,Herb_name,Herb_number,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,country,location,length,width,depth,tip_distance,Temp,Temp_S,Prec,varP
MOBot_3335112,MOBot,3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,Venezuela,Distrito Federal,4.62,2.42,3.35,6.85,21.012500760000002,83.85932159,902,50.61662292
MOBot_3335112,MOBot,3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,Venezuela,Distrito Federal,4.94,3.26,3.26,7.71,21.012500760000002,83.85932159,902,50.61662292
MOBot_3335112,MOBot,3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,Venezuela,Distrito Federal,6.13,3.04,4.36,NA,21.012500760000002,83.85932159,902,50.61662292
MOBot_3335112,MOBot,3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,Venezuela,Distrito Federal,5.77,2.69,4.25,8.7,21.012500760000002,83.85932159,902,50.61662292
MOBot_3335112,MOBot,3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,Venezuela,Distrito Federal,5.23,2.23,2.87,6.24,21.012500760000002,83.85932159,902,50.61662292
MOBot_2926391,MOBot,2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Venezuela,"Peninsula de Araya, Sucre",6.88,3.5,5.32,12.45,27.0625,73.55040741,662,73.54502106
MOBot_2926391,MOBot,2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Venezuela,"Peninsula de Araya, Sucre",7.77,3.87,5.56,13.1,27.0625,73.55040741,662,73.54502106
MOBot_2926391,MOBot,2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Venezuela,"Peninsula de Araya, Sucre",4.87,2.45,4.27,NA,27.0625,73.55040741,662,73.54502106
MOBot_2926391,MOBot,2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Venezuela,"Peninsula de Araya, Sucre",6.3,3.74,4.97,11.76,27.0625,73.55040741,662,73.54502106
MOBot_2926391,MOBot,2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Venezuela,"Peninsula de Araya, Sucre",7.02,3.22,4.05,14.97,27.0625,73.55040741,662,73.54502106
MOBot_2777229,MOBot,2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,Venezuela,Estado Tachira,5.36,3.35,5.22,8.98,17.387500760000002,52.48918915,1244,43.68263626
MOBot_2777229,MOBot,2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,Venezuela,Estado Tachira,5.32,3.01,4.75,9.18,17.387500760000002,52.48918915,1244,43.68263626
MOBot_2777229,MOBot,2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,Venezuela,Estado Tachira,5.33,2.54,4.73,9.26,17.387500760000002,52.48918915,1244,43.68263626
MOBot_2777229,MOBot,2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,Venezuela,Estado Tachira,5.28,3.24,4.54,9.32,17.387500760000002,52.48918915,1244,43.68263626
MOBot_2777229,MOBot,2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,Venezuela,Estado Tachira,4.45,2.47,4.23,7.88,17.387500760000002,52.48918915,1244,43.68263626
MOBot_2168414,MOBot,2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,Colombia,Isla de Salamanca,4.95,2.83,3.71,6.92,28.075000760000002,45.8009758,795,70.08271027
MOBot_2168414,MOBot,2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,Colombia,Isla de Salamanca,4.04,1.9,2.98,3.71,28.075000760000002,45.8009758,795,70.08271027
MOBot_2168414,MOBot,2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,Colombia,Isla de Salamanca,2.54,1.84,2.56,4.63,28.075000760000002,45.8009758,795,70.08271027
MOBot_2168414,MOBot,2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,Colombia,Isla de Salamanca,3.18,1.91,3.16,4.69,28.075000760000002,45.8009758,795,70.08271027
MOBot_2168414,MOBot,2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,Colombia,Isla de Salamanca,3.35,1.82,2.82,4.67,28.075000760000002,45.8009758,795,70.08271027
MOBot_2918132,MOBot,2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Peru,"Chilete-Magdalena, Cajamarca",6.6,2.45,4.31,8.51,20.737499239999998,110.6412048,226,116.370903
MOBot_2918132,MOBot,2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Peru,"Chilete-Magdalena, Cajamarca",6.59,2.55,4.72,6.06,20.737499239999998,110.6412048,226,116.370903
MOBot_2918132,MOBot,2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Peru,"Chilete-Magdalena, Cajamarca",5.21,1.98,3.58,7.31,20.737499239999998,110.6412048,226,116.370903
MOBot_2918132,MOBot,2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Peru,"Chilete-Magdalena, Cajamarca",4.81,1.61,3.19,NA,20.737499239999998,110.6412048,226,116.370903
MOBot_1974312,MOBot,1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Colombia,"Dept Atlántico, Sabanilla",5.39,2.53,3.97,7.8,27.887500760000002,53.7301712,852,79.2164917
MOBot_1974312,MOBot,1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Colombia,"Dept Atlántico, Sabanilla",5.13,1.98,3.83,6.34,27.887500760000002,53.7301712,852,79.2164917
MOBot_1974312,MOBot,1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Colombia,"Dept Atlántico, Sabanilla",4.91,2.23,3.78,7.41,27.887500760000002,53.7301712,852,79.2164917
MOBot_1974312,MOBot,1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Colombia,"Dept Atlántico, Sabanilla",5.02,2.37,4.09,7.6,27.887500760000002,53.7301712,852,79.2164917
MOBot_1974312,MOBot,1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Colombia,"Dept Atlántico, Sabanilla",4.86,2.38,3.77,5.56,27.887500760000002,53.7301712,852,79.2164917
MOBot_2473269,MOBot,2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Venezuela,36km SW of Mérida,5.99,2.78,4.6,7.28,20.55416679,48.31049347,1229,46.87062073
MOBot_2473269,MOBot,2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Venezuela,36km SW of Mérida,6.86,2.93,5.15,8.43,20.55416679,48.31049347,1229,46.87062073
MOBot_2473269,MOBot,2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Venezuela,36km SW of Mérida,5.62,2.73,4.46,7.19,20.55416679,48.31049347,1229,46.87062073
MOBot_2473269,MOBot,2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Venezuela,36km SW of Mérida,6.5,3.18,5.03,9.26,20.55416679,48.31049347,1229,46.87062073
MOBot_2473269,MOBot,2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,Venezuela,36km SW of Mérida,6.44,2.89,4.41,7.46,20.55416679,48.31049347,1229,46.87062073
MOBot_3761078,MOBot,3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,Venezuela,"Mun. Vargas, Distrito Federal",4.69,2.43,3.8,5.67,22.15416718,94.25445557,1081,56.90304565
MOBot_3761078,MOBot,3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,Venezuela,"Mun. Vargas, Distrito Federal",3.92,2.4,3.19,6.22,22.15416718,94.25445557,1081,56.90304565
MOBot_3761078,MOBot,3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,Venezuela,"Mun. Vargas, Distrito Federal",4.6,2.56,3.73,5.9,22.15416718,94.25445557,1081,56.90304565
MOBot_3655817,MOBot,3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,Venezuela,"Dtt Federal, Dpto Vargas",6.04,3.12,4.33,NA,22.15416718,94.25445557,1081,56.90304565
MOBot_3655817,MOBot,3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,Venezuela,"Dtt Federal, Dpto Vargas",6.88,3.24,3.03,NA,22.15416718,94.25445557,1081,56.90304565
MOBot_3655817,MOBot,3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,Venezuela,"Dtt Federal, Dpto Vargas",6.48,2.24,4.67,7.94,22.15416718,94.25445557,1081,56.90304565
MOBot_3903343,MOBot,3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,Venezuela,Cerro Chichiriviche,4.78,2.62,3.5,10.19,27.0625,58.93467712,734,54.8670311
MOBot_3903343,MOBot,3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,Venezuela,Cerro Chichiriviche,3.27,1.97,3.32,7.84,27.0625,58.93467712,734,54.8670311
MOBot_3903343,MOBot,3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,Venezuela,Cerro Chichiriviche,5.45,2.67,3.83,10.92,27.0625,58.93467712,734,54.8670311
MOBot_3903343,MOBot,3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,Venezuela,Cerro Chichiriviche,5.42,2.65,3.75,9.76,27.0625,58.93467712,734,54.8670311
MOBot_3903343,MOBot,3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,Venezuela,Cerro Chichiriviche,4.43,2.18,2.97,9.02,27.0625,58.93467712,734,54.8670311
MOBot_3655802,MOBot,3655802,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Venezuela,"Dto Federal, Los Chaguaramos",5.83,3.29,3.95,10.54,21.96666718,86.45371246,782,52.82732773
MOBot_3655802,MOBot,3655802,Herbarium,1981,South America,mainland,NA,NA,NA,NA,Venezuela,"Dto Federal, Los Chaguaramos",5.87,2.73,3.63,7.56,21.96666718,86.45371246,782,52.82732773
MOBot_5695338,MOBot,5695338,Herbarium,1984,South America,mainland,NA,NA,NA,NA,Venezuela,"Dto Federo, Dpto Vargas",4.72,3.35,4.26,8.43,22.15416718,94.25445557,1081,56.90304565
MOBot_5695338,MOBot,5695338,Herbarium,1984,South America,mainland,NA,NA,NA,NA,Venezuela,"Dto Federo, Dpto Vargas",5.63,3.83,4.22,8.61,22.15416718,94.25445557,1081,56.90304565
MOBot_2920135,MOBot,2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,Venezuela,"Dto. Mara, Lago de Maracaibo",6.41,3.27,5.5,7.9,28.03333282,73.43312073,825,80.02126312
MOBot_2920135,MOBot,2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,Venezuela,"Dto. Mara, Lago de Maracaibo",4.78,2.48,3.68,NA,28.03333282,73.43312073,825,80.02126312
MOBot_2920135,MOBot,2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,Venezuela,"Dto. Mara, Lago de Maracaibo",5.82,3.23,4.92,NA,28.03333282,73.43312073,825,80.02126312
MOBot_2809643,MOBot,2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,USA,"Munro Co., Big Coppett Key, Monroe Co",9.83,4.35,6.48,12.01,25.19583321,299.3208923,1039,46.96662903
MOBot_2809643,MOBot,2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,USA,"Munro Co., Big Coppett Key, Monroe Co",5.39,2.24,3.99,4.95,25.19583321,299.3208923,1039,46.96662903
MOBot_2809643,MOBot,2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,USA,"Munro Co., Big Coppett Key, Monroe Co",9.53,4.03,6.23,12.58,25.19583321,299.3208923,1039,46.96662903
MOBot_2809643,MOBot,2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,USA,"Munro Co., Big Coppett Key, Monroe Co",7.94,3.37,5.54,11.8,25.19583321,299.3208923,1039,46.96662903
MOBot_2809643,MOBot,2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,USA,"Munro Co., Big Coppett Key, Monroe Co",6.33,2.46,4.69,7.61,25.19583321,299.3208923,1039,46.96662903
MOBot_1734712,MOBot,1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,USA,Florida,5.99,3.35,4.17,8.99,22.41666603,438.5530701,1230,58.85218048
MOBot_1734712,MOBot,1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,USA,Florida,4.16,2.05,2.97,2.9,22.41666603,438.5530701,1230,58.85218048
MOBot_1734712,MOBot,1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,USA,Florida,6.64,3.44,4.73,9.95,22.41666603,438.5530701,1230,58.85218048
MOBot_1734712,MOBot,1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,USA,Florida,5.72,3.17,4.31,9.1,22.41666603,438.5530701,1230,58.85218048
MOBot_1734712,MOBot,1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,USA,Florida,5.94,2.96,4.22,6.44,22.41666603,438.5530701,1230,58.85218048
MOBot_1974094,MOBot,1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,USA,"Key Biscayne, Dade Co, Florida",4.61,2.31,4.2,5.96,24.08333397,316.8763428,1463,57.11738205
MOBot_1974094,MOBot,1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,USA,"Key Biscayne, Dade Co, Florida",6.54,2.8,3.92,8.52,24.08333397,316.8763428,1463,57.11738205
MOBot_1974094,MOBot,1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,USA,"Key Biscayne, Dade Co, Florida",6.8,3.79,4.72,9.25,24.08333397,316.8763428,1463,57.11738205
MOBot_1974094,MOBot,1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,USA,"Key Biscayne, Dade Co, Florida",5.97,3.78,4.72,NA,24.08333397,316.8763428,1463,57.11738205
MOBot_2088230,MOBot,2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,USA,"Palmetto Park, Palm Beach, Florida",6.08,3.18,4.06,8.65,24.25,317.4185486,1462,60.0095787
MOBot_2088230,MOBot,2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,USA,"Palmetto Park, Palm Beach, Florida",8.87,3.83,5.38,10.72,24.25,317.4185486,1462,60.0095787
MOBot_2088230,MOBot,2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,USA,"Palmetto Park, Palm Beach, Florida",5.65,2.23,4.39,8.89,24.25,317.4185486,1462,60.0095787
MOBot_2088230,MOBot,2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,USA,"Palmetto Park, Palm Beach, Florida",7.56,2.74,4.25,9.5,24.25,317.4185486,1462,60.0095787
MOBot_2088230,MOBot,2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,USA,"Palmetto Park, Palm Beach, Florida",6.1,2.74,3.5,5.7,24.25,317.4185486,1462,60.0095787
MOBot_1895319,MOBot,1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,USA,"Key West, Florida",10.37,3.19,5.84,12.47,25.12916565,303.071106,1018,44.26023102
MOBot_1895319,MOBot,1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,USA,"Key West, Florida",6.69,2.65,3.86,NA,25.12916565,303.071106,1018,44.26023102
MOBot_1895319,MOBot,1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,USA,"Key West, Florida",9.83,3.1,5.84,10.15,25.12916565,303.071106,1018,44.26023102
MOBot_1895319,MOBot,1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,USA,"Key West, Florida",5.71,1.83,3.48,6.45,25.12916565,303.071106,1018,44.26023102
MOBot_1895319,MOBot,1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,USA,"Key West, Florida",7.29,2.33,3.87,NA,25.12916565,303.071106,1018,44.26023102
MOBot_2574392,MOBot,2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Dar es Salaam, Ras Chokir",4.88,2.77,5.22,12.44,25.86666679,151.8272705,1081,72.9471283
MOBot_2574392,MOBot,2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Dar es Salaam, Ras Chokir",5.02,3.48,5.59,12.24,25.86666679,151.8272705,1081,72.9471283
MOBot_2574392,MOBot,2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Dar es Salaam, Ras Chokir",5.41,5.27,5.85,12.15,25.86666679,151.8272705,1081,72.9471283
MOBot_2574392,MOBot,2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Dar es Salaam, Ras Chokir",5.31,5.11,6.51,13.57,25.86666679,151.8272705,1081,72.9471283
MOBot_2574392,MOBot,2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Dar es Salaam, Ras Chokir",6.72,3.57,5.8,11.84,25.86666679,151.8272705,1081,72.9471283
MOBot_2574435,MOBot,2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Mbigiri, South of Mto Kama",7.17,5.75,6.95,14.11,20.64999962,172.4818878,649,88.2899704
MOBot_2574435,MOBot,2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Mbigiri, South of Mto Kama",6.1,5.15,6.45,13.94,20.64999962,172.4818878,649,88.2899704
MOBot_2574435,MOBot,2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Mbigiri, South of Mto Kama",7.07,5.27,7.18,13.7,20.64999962,172.4818878,649,88.2899704
MOBot_2574435,MOBot,2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Mbigiri, South of Mto Kama",7.69,5.46,7.07,15.05,20.64999962,172.4818878,649,88.2899704
MOBot_2574435,MOBot,2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,"Mbigiri, South of Mto Kama",7.6,6.18,7.41,14.53,20.64999962,172.4818878,649,88.2899704
MOBot_1621366,MOBot,1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,Cape Verde Islands,8.28,3.68,5.26,6.04,22.29166603,149.9520264,273,156.8783875
MOBot_1621366,MOBot,1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,Cape Verde Islands,7.26,4.19,5.36,6.73,22.29166603,149.9520264,273,156.8783875
MOBot_1621366,MOBot,1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,Cape Verde Islands,7.69,4.07,5.66,NA,22.29166603,149.9520264,273,156.8783875
MOBot_2265147,MOBot,2265147,Herbarium,1970,Africa,mainland,NA,NA,NA,NA,Sudan,SE Extreme Ilemi Triangle,2.82,2.18,2.85,4.36,26.42083359,80.74817657,1078,40.40622711
MOBot_1648141,MOBot,1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,Uganda,Karamoga,5.19,2.81,4.21,8.69,23.01666641,101.429184,760,56.4405899
MOBot_1648141,MOBot,1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,Uganda,Karamoga,5.53,2.93,4.08,9.13,23.01666641,101.429184,760,56.4405899
MOBot_1648141,MOBot,1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,Uganda,Karamoga,6.05,3.53,4.89,9.29,23.01666641,101.429184,760,56.4405899
MOBot_1648141,MOBot,1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,Uganda,Karamoga,5.64,2.76,4.23,8.98,23.01666641,101.429184,760,56.4405899
MOBot_1648141,MOBot,1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,Uganda,Karamoga,5.54,2.79,4.04,7.6,23.01666641,101.429184,760,56.4405899
MOBot_1608800,MOBot,1608800,Herbarium,1950,Africa,mainland,NA,NA,NA,NA,Sierra Leone,NA,5.11,3.42,5.61,10.76,26.174999239999998,100.3969193,2775,88.71559906
MOBot_1608800,MOBot,1608800,Herbarium,1950,Africa,mainland,NA,NA,NA,NA,Sierra Leone,NA,5.76,5.46,6.78,14.04,26.174999239999998,100.3969193,2775,88.71559906
MOBot_1608800,MOBot,1608800,Herbarium,1950,Africa,mainland,NA,NA,NA,NA,Sierra Leone,NA,6.78,5.48,6.54,15.82,26.174999239999998,100.3969193,2775,88.71559906
MOBot_1608800,MOBot,1608800,Herbarium,1950,Africa,mainland,NA,NA,NA,NA,Sierra Leone,NA,6.63,4.55,5.92,13.3,26.174999239999998,100.3969193,2775,88.71559906
MOBot_1608800,MOBot,1608800,Herbarium,1950,Africa,mainland,NA,NA,NA,NA,Sierra Leone,NA,6.14,3.75,5.47,9.32,26.174999239999998,100.3969193,2775,88.71559906
HUH_1275,HUH,1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,Colombia,"Magdelana, Santa Marta, sea level",4.9,1.3,1.94,6.07,28.125,51.2790947,718,74.13956451
HUH_1275,HUH,1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,Colombia,"Magdelana, Santa Marta, sea level",4.9,1.3,1.94,6.07,28.125,51.2790947,718,74.13956451
HUH_1275,HUH,1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,Colombia,"Magdelana, Santa Marta, sea level",4.9,1.3,1.94,6.07,28.125,51.2790947,718,74.13956451
HUH_1275,HUH,1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,Colombia,"Magdelana, Santa Marta, sea level",6.01,2.84,4.65,8.9,28.125,51.2790947,718,74.13956451
HUH_1275,HUH,1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,Colombia,"Magdelana, Santa Marta, sea level",6.01,2.84,4.65,8.9,28.125,51.2790947,718,74.13956451
HUH_1275,HUH,1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,Colombia,"Magdelana, Santa Marta, sea level",6.01,2.84,4.65,8.9,28.125,51.2790947,718,74.13956451
HUH_1275,HUH,1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,Colombia,"Magdelana, Santa Marta, sea level",3.49,2.01,2.75,6.14,28.125,51.2790947,718,74.13956451
