ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,spine_length,tip_distance,spine_num,upper_spines,lower_spines,country,location,notes
2165,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,20,3.42,2.4,3.42,4.46,NA,NA,1,1,Ecuador,East Cross Road,NA
2166,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,21,4.59,3.13,4.23,5.5,NA,NA,1,1,Ecuador,East Cross Road,NA
2167,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,22,5.57,3.6,4.85,5.06,NA,NA,1,1,Ecuador,East Cross Road,NA
2168,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,23,4.79,3.18,4.73,4.78,NA,NA,1,1,Ecuador,East Cross Road,NA
2169,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,24,4.3,1.89,4.68,5.45,NA,NA,1,1,Ecuador,East Cross Road,NA
2170,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,25,4.44,2.53,4.4,5.16,NA,NA,1,0,Ecuador,East Cross Road,NA
2171,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,26,4.21,3.1,3.89,3.53,NA,NA,1,0,Ecuador,East Cross Road,NA
2172,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,27,4.21,3,3.97,4.41,NA,NA,1,0,Ecuador,East Cross Road,NA
2173,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,28,3.84,2.76,3.74,4.35,NA,NA,1,0,Ecuador,East Cross Road,NA
2174,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,29,4.4,3.51,3.91,3.79,NA,NA,1,0,Ecuador,East Cross Road,NA
2175,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,30,3.76,3.8,3.16,3.77,NA,NA,1,1,Ecuador,East Cross Road,NA
2176,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,31,4.03,3.13,4.21,4.77,NA,NA,1,1,Ecuador,East Cross Road,NA
2177,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,32,4.27,3.37,4.22,4.91,NA,NA,1,1,Ecuador,East Cross Road,NA
2178,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,33,5.27,3.23,4.48,4.88,NA,NA,1,1,Ecuador,East Cross Road,NA
2179,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,34,3.86,3.28,4.23,5.07,NA,NA,1,1,Ecuador,East Cross Road,NA
2180,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,35,2.97,1.72,2.8,3.75,NA,NA,1,0,Ecuador,East Cross Road,NA
2181,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,36,4.95,3.08,4.26,5.05,NA,NA,1,1,Ecuador,East Cross Road,NA
2182,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,37,4.27,2.6,3.61,3.75,NA,NA,1,0,Ecuador,East Cross Road,NA
2183,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,38,3.59,3.19,3.83,4.16,NA,NA,1,0,Ecuador,East Cross Road,NA
2184,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,39,3.77,3.26,3.72,3.86,NA,NA,1,0,Ecuador,East Cross Road,NA
2185,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,40,5.58,3.72,4.98,5.39,NA,NA,1,1,Ecuador,East Cross Road,NA
2186,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,41,4.61,3.28,4.63,3.63,NA,NA,1,1,Ecuador,East Cross Road,NA
2187,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,42,4.08,2.72,4.02,5.62,NA,NA,1,1,Ecuador,East Cross Road,NA
2188,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,43,4.08,2.51,3.66,3.8,NA,NA,1,0,Ecuador,East Cross Road,NA
2189,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,44,5.09,3.63,4.9,4.73,NA,NA,1,1,Ecuador,East Cross Road,NA
2190,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,45,5.15,3.34,5.14,3.81,NA,NA,1,1,Ecuador,East Cross Road,NA
2191,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,46,4.82,2.96,4.28,4.57,NA,NA,1,0,Ecuador,East Cross Road,NA
2192,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,47,6.75,4.45,5.74,6.13,NA,NA,1,1,Ecuador,East Cross Road,NA
2193,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,48,5.09,3.23,4.41,5.03,NA,NA,1,1,Ecuador,East Cross Road,NA
2194,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,49,4.11,3.15,3.89,4.98,NA,NA,1,0,Ecuador,East Cross Road,NA
2195,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,50,4.12,2.72,3.77,3.42,NA,NA,1,0,Ecuador,East Cross Road,NA
2196,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,51,5.12,3.55,4.7,4.74,NA,NA,1,0,Ecuador,East Cross Road,NA
2197,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,52,3.54,2.23,3,3.02,NA,NA,1,0,Ecuador,East Cross Road,NA
2198,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,53,3.56,2.26,3.2,4.29,NA,NA,1,0,Ecuador,East Cross Road,NA
2199,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,5.22,3.41,4.82,6.86,NA,NA,1,1,Ecuador,El Garrapatero,NA
2200,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,5.54,2.51,3.66,5.58,NA,NA,1,1,Ecuador,El Garrapatero,NA
2201,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,7.2,3.95,5.07,6.92,NA,NA,1,1,Ecuador,El Garrapatero,NA
2202,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,7.12,4.32,5.23,5.54,NA,NA,1,1,Ecuador,El Garrapatero,NA
2203,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,5.6,3.94,5.9,8.1,NA,NA,1,0,Ecuador,El Garrapatero,NA
2204,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,6.73,3.64,6.39,7.6,NA,NA,1,1,Ecuador,El Garrapatero,NA
2205,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.91,3.78,5.42,7.81,NA,NA,1,1,Ecuador,El Garrapatero,NA
2206,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,6.75,3.54,5.74,6.48,NA,NA,1,1,Ecuador,El Garrapatero,NA
2207,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,7.29,3.76,5.5,7.29,NA,NA,1,1,Ecuador,El Garrapatero,NA
2208,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,10.89,4.3,6.39,NA,NA,NA,1,1,Ecuador,El Garrapatero,NA
2209,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,6.89,3.08,5.15,6.65,NA,NA,1,1,Ecuador,El Garrapatero,NA
2210,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,5.8,4.06,5.16,6.48,NA,NA,1,1,Ecuador,El Garrapatero,NA
2211,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,7.6,4.07,5.32,8.49,NA,NA,1,1,Ecuador,El Garrapatero,NA
2212,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,7.01,3.23,5.04,6.73,NA,NA,1,1,Ecuador,El Garrapatero,NA
2213,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,7.76,3.12,5.6,6.95,NA,NA,1,1,Ecuador,El Garrapatero,NA
2214,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,5.62,2.85,4.56,7.92,NA,NA,1,1,Ecuador,El Garrapatero,NA
2215,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,6.57,3.27,4.68,7.9,NA,NA,1,1,Ecuador,El Garrapatero,NA
2216,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,6.86,3.51,5.55,7.9,NA,NA,1,1,Ecuador,El Garrapatero,NA
2217,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,7.02,3.69,5.82,7.11,NA,NA,1,1,Ecuador,El Garrapatero,NA
2218,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,5.93,3.86,5.31,7.5,NA,NA,1,0,Ecuador,El Garrapatero,NA
2219,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,6.41,3.68,5.71,6.07,NA,NA,1,1,Ecuador,El Garrapatero,NA
2220,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,7.55,4,5.69,6.09,NA,NA,1,1,Ecuador,El Garrapatero,NA
2221,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,4.24,2.54,3.58,7.16,NA,NA,1,1,Ecuador,El Garrapatero,NA
2222,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,5.37,2.34,3.8,6.28,NA,NA,1,1,Ecuador,El Garrapatero,NA
2223,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,6.56,3.17,5.27,7.2,NA,NA,1,1,Ecuador,El Garrapatero,NA
2224,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,7.32,3.82,5.13,7.17,NA,NA,1,1,Ecuador,El Garrapatero,NA
2225,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,5.21,3.77,4.85,5.44,NA,NA,1,0,Ecuador,El Garrapatero,NA
2226,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,6.23,2.97,4.03,4.46,NA,NA,1,1,Ecuador,El Garrapatero,NA
2227,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,6.01,2.89,4.44,6.35,NA,NA,1,1,Ecuador,El Garrapatero,NA
2228,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,6.22,2.75,4.48,6.63,NA,NA,1,0,Ecuador,El Garrapatero,NA
2229,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,5.81,3.39,4.15,6.05,NA,NA,1,0,Ecuador,El Garrapatero,NA
2230,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,6.87,3.85,5.09,6.13,NA,NA,1,1,Ecuador,El Garrapatero,NA
2231,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,3.32,2.34,3.29,6.58,NA,NA,1,1,Ecuador,El Garrapatero,NA
2232,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,5.41,2.47,4.06,6.09,NA,NA,1,1,Ecuador,El Garrapatero,NA
2233,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,5.69,2.25,4.04,6.43,NA,NA,1,1,Ecuador,El Garrapatero,NA
2234,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,7.19,2.74,4.32,6.16,NA,NA,1,1,Ecuador,El Garrapatero,NA
2235,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,6.93,3.5,5.19,6.05,NA,NA,1,1,Ecuador,El Garrapatero,NA
2236,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,6.55,2.96,5.1,6.02,NA,NA,1,1,Ecuador,El Garrapatero,NA
2237,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,5.36,2.11,3.96,6.78,NA,NA,1,1,Ecuador,El Garrapatero,NA
2238,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,6.13,3.2,5.34,8.49,NA,NA,1,1,Ecuador,El Garrapatero,NA
2239,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,6.61,3.69,5.26,4.96,NA,NA,1,1,Ecuador,El Garrapatero,NA
2240,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,6.14,3.73,5.28,6.81,NA,NA,1,1,Ecuador,El Garrapatero,NA
2241,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,5.83,2.97,4.14,5.16,NA,NA,1,1,Ecuador,El Garrapatero,NA
2242,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,5.54,2.78,4.02,6.13,NA,NA,1,1,Ecuador,El Garrapatero,NA
2243,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,7.29,3.52,4.77,5.62,NA,NA,1,1,Ecuador,El Garrapatero,NA
2244,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,5.28,2.77,3.8,5.86,NA,NA,1,1,Ecuador,El Garrapatero,NA
2245,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,6.17,3.32,5.03,7.55,NA,NA,1,1,Ecuador,El Garrapatero,NA
2246,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,6.36,3.39,5.04,7.57,NA,NA,1,1,Ecuador,El Garrapatero,NA
2247,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,6.71,3.7,5.64,NA,NA,NA,1,1,Ecuador,El Garrapatero,NA
2248,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,6.35,3.65,5.05,7.07,NA,NA,1,1,Ecuador,El Garrapatero,NA
2249,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,7.08,3.27,5.21,5.97,NA,NA,1,1,Ecuador,El Garrapatero,NA
2250,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,4.58,3.2,4.18,7.44,NA,NA,1,0,Ecuador,El Garrapatero,NA
2251,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,5.81,3.02,4.24,5.75,NA,NA,1,1,Ecuador,El Garrapatero,NA
2252,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,6.05,2.07,4.03,6.16,NA,NA,1,1,Ecuador,El Garrapatero,NA
2253,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,6.61,3.23,4.99,5.25,NA,NA,1,1,Ecuador,El Garrapatero,NA
2254,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,6.33,3.35,5.01,7.37,NA,NA,1,0,Ecuador,El Garrapatero,NA
2255,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,5.75,3.11,4.42,5.27,NA,NA,1,1,Ecuador,El Garrapatero,NA
2256,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,58,8.52,3.89,5.56,6.62,NA,NA,1,1,Ecuador,El Garrapatero,NA
2257,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,59,6.78,3.82,3.67,5.85,NA,NA,1,1,Ecuador,El Garrapatero,NA
2258,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,60,6.72,2.75,4.35,6.29,NA,NA,1,1,Ecuador,El Garrapatero,NA
2259,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,61,5.36,2.92,3.58,4.4,NA,NA,1,0,Ecuador,El Garrapatero,NA
2260,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,6.09,3.12,4,4.35,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2261,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,7.02,3.27,5.07,6.46,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2262,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,5.31,3.58,4.76,5.62,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2263,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,5.42,3.35,4.7,6.38,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2264,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,8.26,3.47,6.01,4.94,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2265,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,8.27,4.06,5.96,7.46,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2266,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.93,3.38,5.05,7.23,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2267,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,7.11,4.19,5.63,4.8,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2268,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,5.55,3.22,4.2,3.53,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2269,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,9.98,4.14,6.61,7.87,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2270,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,6.5,3.09,4.27,6.3,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2271,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,7.72,3.27,4.94,7.67,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2272,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,6.31,2.76,4.55,6.07,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2273,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,8.28,3.55,5.83,6.39,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2274,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,6.63,3.19,4.35,6.77,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2275,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,6.18,2.88,4.59,5.93,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2276,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,6.3,2.79,4.42,5.82,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2277,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,9.72,4.51,6.59,5.52,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2278,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,7.59,3.72,5.4,6.26,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2279,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,8.37,4.56,5.61,5.09,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2280,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,6.69,4.01,5.42,5.82,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2281,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,6.29,3.12,4.47,4.41,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2282,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,6.56,3.75,5.44,7.07,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2283,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,7.8,2.09,4.87,5.81,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2284,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,6.81,2.78,4.91,5.08,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2285,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,5.85,3.46,4.84,5.14,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2286,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,6.44,2.96,4.75,6.09,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2287,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,6.9,4.06,5.53,6.07,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2288,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,8.06,3.13,5.62,5.82,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2289,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,5.76,3.1,4.55,7.3,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2290,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,4.37,2.36,2.95,3.5,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2291,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,8.17,3.16,5.48,7.16,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2292,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,8.56,3.96,5.81,6.04,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2293,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,7.53,3.54,6.43,6.65,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2294,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,5.85,3.07,5.33,5.98,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2295,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,6.71,3.15,5.06,5.82,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2296,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,5.54,2.87,4.55,7.08,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2297,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,6.16,4.75,5.2,5.13,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2298,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,6.84,2.98,5.53,6.3,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2299,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,6.23,2.63,3.98,5.09,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2300,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,6.98,3.85,5.09,6.56,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2301,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,4.43,2,3.25,2.41,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2302,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,9.28,3.98,5.75,5.76,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2303,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,5.37,2.7,4.36,5.54,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2304,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,6.2,4.09,5.09,7.44,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2305,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,6.69,3.1,5.28,5.49,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2306,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,4.61,2.39,4.2,5.94,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2307,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,7.1,4.35,4.94,6.48,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2308,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,6.74,3.1,5.08,7.23,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2309,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,7.77,3.09,5.72,3.83,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2310,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,5.71,3.15,4.76,5.7,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2311,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,5.54,3.19,4.2,4.62,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2312,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,6.09,3.46,4.91,5.69,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2313,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,6.29,3.43,5.2,4.84,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2314,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,5.55,3.76,5.42,6.17,NA,NA,1,0,Ecuador,El Garrapatero Alto,NA
2315,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,6.57,3.03,4.82,6.05,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
2316,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,6.72,3.67,5.91,5.74,NA,NA,1,1,Ecuador,El Garrapatero Alto,NA
