ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,tip_distance,tip_distance_log,tip_distance_sqr
211,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,11.25,2.505525936990736,3.3541019662496847
212,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,11.24,2.50470927708418,3.352610922848042
213,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,11.13,2.495681722955959,3.3361654635224554
214,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,11.26,2.506341930508065,3.3555923471125033
215,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,11.46,2.522523513359307,3.3852621759621515
216,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,9.96,2.3942522815198695,3.1559467676119
217,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,8.84,2.286455711064162,2.973213749463701
218,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,8.13,2.211565694606877,2.8513154858766505
219,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,7.83,2.178155014615869,2.7982137159266447
220,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,9.46,2.347558458636777,3.0757112998459397
221,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,11.87,2.554899021608035,3.4452866353904428
222,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,12.08,2.5710843460290524,3.4756294393965534
223,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,10.97,2.482403519569882,3.312099032335839
224,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,7.25,2.1102132003465894,2.692582403567252
225,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,8.93,2.295560478057081,2.988310559496787
226,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,11.6,2.533696813957432,3.40587727318528
227,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,8.18,2.217027204632399,2.8600699292150185
228,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,8.03,2.200552367428894,2.8337254630609507
229,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,10.44,2.437115985951652,3.2310988842807022
230,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,10.26,2.421256622711544,3.2031234756093934
231,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,11.99,2.5641798306825083,3.462657938636157
232,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,11.86,2.554121718809473,3.443835071544513
233,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,10.2,2.4159137783010487,3.1937438845342623
234,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,9.41,2.3427668826268775,3.0675723300355937
235,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,12.79,2.6239436918052106,3.576310948449533
236,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,7.45,2.134166441369082,2.7294688127912363
237,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,8.33,2.2332350148592526,2.8861739379323623
238,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,6.72,2.0438143640366846,2.592296279363144
239,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,31,10.5,2.4423470353692043,3.24037034920393
240,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,12.56,2.6071242825122494,3.54400902933387
241,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,12.4,2.5952547069568657,3.521363372331802
242,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,13.36,2.664446563620078,3.655133376499413
243,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,13.76,2.6919208191723265,3.7094473981982814
244,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,11.35,2.513656063073986,3.3689761055846033
245,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,13.19,2.6525374911719513,3.6318039594669753
246,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,10.85,2.47232786758114,3.2939338184001206
247,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,12.71,2.6181254935742233,3.5651086939951777
248,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,10.66,2.4561641809223462,3.2649655434629015
249,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,13.09,2.645465325910589,3.6180105030251086
250,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,12.71,2.6181254935742233,3.5651086939951777
251,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,12.94,2.6347624053323777,3.5972211497209896
252,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,13.73,2.689886230474539,3.705401462729781
253,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,13.68,2.6864860231863696,3.698648401781386
254,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,13.95,2.7047112998366956,3.7349698793966195
255,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,14.28,2.7265447837383743,3.778888725538237
256,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,15.02,2.7738379416402132,3.8755644750152203
257,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,14.2,2.7212954278522306,3.7682887362833544
258,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,12.15,2.5764217586237734,3.4856850115866753
259,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,13.7,2.6878474937846906,3.7013511046643495
260,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,12.68,2.615934912194404,3.560898762952971
261,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,10.71,2.460443177609626,3.2726136343907144
262,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,11.79,2.548663615590751,3.433656942677879
263,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,12.27,2.5855058483441162,3.502855977627399
264,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,7.07,2.0881534822818573,2.658947160061666
265,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,9.33,2.3350522831315472,3.054504869860253
266,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,10.84,2.4714836294558595,3.2924155266308657
267,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,9.21,2.3233676321765744,3.034798181098704
268,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,11.07,2.4907230351094403,3.327160951922825
269,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,11.78,2.5478814489493886,3.4322004603461025
270,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,9.89,2.387844936944869,3.144837038703278
271,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,14.79,2.7593768282675506,3.845776904605882
272,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,11.35,2.513656063073986,3.3689761055846033
273,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,14.49,2.740194654428777,3.8065732621348563
274,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,11.14,2.4965057856313524,3.3376638536557275
275,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,12.06,2.569554123848285,3.472751070837068
276,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,11.79,2.548663615590751,3.433656942677879
277,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,10.78,2.4664031782234406,3.283291031876401
278,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,11.72,2.543175557911976,3.423448553724738
279,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,12.65,2.613739521630969,3.556683848755748
280,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,8.9,2.2925347571405443,2.9832867780352594
281,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,12.54,2.605648267484129,3.5411862419251547
282,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,14.01,2.7087166456453704,3.7429934544425802
283,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,12.19,2.579458966729223,3.491418050019218
284,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,11.65,2.5376572151735295,3.4132096331752027
285,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,12.88,2.6304489550786583,3.588871688985272
286,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,8.2,2.2192034840549946,2.8635642126552705
287,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,3.74,1.556037135706985,1.9339079605813716
288,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,6.48,2.012232791986386,2.545584412271571
289,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,9.26,2.3282528397426234,3.043024810940588
290,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,7.79,2.1736147116970854,2.7910571473905725
291,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,10.5,2.4423470353692043,3.24037034920393
292,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,12.55,2.60638654732571,3.5425979167836705
293,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,9.32,2.334083760053417,3.0528675044947495
294,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,8.96,2.298577071596507,2.9933259094191533
295,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,15.77,2.8195915758351173,3.971145930332956
296,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,12.07,2.570319527636131,3.4741905532080417
297,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,9.44,2.3456445824544927,3.0724582991474434
298,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,9.85,2.3841650799864684,3.138470965295043
299,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,6.46,2.0095554142156695,2.541653005427767
300,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,31,9.39,2.340843805111136,3.0643106892089125
301,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,32,5.11,1.809926773183504,2.2605309110914633
302,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,33,10.13,2.4096441652874536,3.1827660925679098
303,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,11.63,2.5360749363624,3.410278580995987
304,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,10.41,2.4344901638739844,3.2264531609803355
305,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,9.61,2.3617969526258915,3.1
306,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,8.64,2.265921108622454,2.939387691339814
307,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,8.74,2.2762411176544437,2.9563490998188966
308,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,10.79,2.4672517145492794,3.2848135411313684
309,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,12.25,2.583997552432231,3.5
310,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,11.49,2.5249283241374862,3.3896902513356584
311,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,4.99,1.7900914121273581,2.233830790368868
312,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,10.11,2.4078456036515385,3.179622619116929
313,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,11,10.93,2.4790562361098245,3.306055050963308
314,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,12,10.84,2.4714836294558595,3.2924155266308657
315,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,13,10.78,2.4664031782234406,3.283291031876401
316,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,14,9.51,2.3523271848888596,3.083828789021855
317,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,15,7.96,2.192770226986839,2.821347195933177
318,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,16,10.72,2.4612967841488667,3.2741411087489802
319,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,17,11.05,2.489064659936664,3.3241540277189325
320,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,18,8.92,2.2945529212967815,2.986636904613616
321,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,19,7.46,2.135349173618132,2.7313000567495327
322,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,20,7.08,2.089391872533004,2.6608269391300143
323,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,21,6.25,1.9810014688665833,2.5
324,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,22,8.47,2.248128907197987,2.91032644217105
325,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,23,9.18,2.3204250111223765,3.0298514815086235
326,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,24,9.39,2.340843805111136,3.0643106892089125
327,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,25,9.78,2.377692565480851,3.127299154222378
328,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,26,9.31,2.333114298028869,3.0512292604784714
329,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,27,7.71,2.1644717908644115,2.7766886753829643
330,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,28,3.3,1.4586150226995167,1.816590212458495
331,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,29,7.09,2.0906287310704004,2.6627053911388696
332,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,30,8.71,2.2731562823032334,2.951270912674741
333,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,1,10.28,2.423031246069913,3.2062439083762793
334,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,2,10.13,2.4096441652874536,3.1827660925679098
335,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,3,9.03,2.305580601973844,3.004995840263344
336,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,4,7.69,2.162172939277301,2.7730849247724096
337,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,5,9.13,2.315501318260592,3.0215889859476257
338,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,6,10.24,2.419478844465545,3.2
339,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,7,9.82,2.3813962734183356,3.1336879231984796
340,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,8,11.23,2.503891949699081,3.351119216023208
341,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,9,9.03,2.305580601973844,3.004995840263344
342,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,10,7.47,2.136530508663963,2.7331300737432898
343,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,11,8.91,2.2935443483418965,2.98496231131986
344,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,12,10.99,2.4840729690394228,3.315116890850155
345,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,13,11.23,2.503891949699081,3.351119216023208
346,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,14,9.72,2.372111155642656,3.117691453623979
347,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,15,9.4,2.341805806147327,3.0659419433511785
348,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,16,10.63,2.453587966530573,3.2603680773802215
349,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,17,8.82,2.2844211223663744,2.9698484809834995
350,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,18,11.37,2.5152741864043966,3.371943060017473
351,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,19,8.82,2.2844211223663744,2.9698484809834995
352,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,20,7.95,2.191653532286764,2.819574435974337
353,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,21,10.19,2.4150205223238337,3.1921779399024737
354,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,22,7.01,2.080690761080268,2.6476404589747453
355,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,23,11.1,2.4932054526026954,3.331666249791536
356,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,24,9.93,2.391511302188447,3.151190251317746
357,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,25,8.74,2.2762411176544437,2.9563490998188966
358,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,26,8.88,2.2905125117597764,2.979932885150268
359,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,27,11.05,2.489064659936664,3.3241540277189325
360,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,28,10.4,2.4336133554004498,3.22490309931942
361,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,29,7.25,2.1102132003465894,2.692582403567252
