ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,depth,depth_log,depth_sqr
200,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,5,1.6094379124341003,2.23606797749979
201,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,4.35,1.4701758451005926,2.085665361461421
202,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,6.65,1.8946168546677629,2.5787593916455256
203,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,5.89,1.7732559976634952,2.4269322199023193
204,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,5.74,1.747459210331475,2.3958297101421877
205,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,5.11,1.631199404215613,2.2605309110914633
206,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,4.46,1.4951487660319727,2.1118712081942874
207,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,4.09,1.4085449700547104,2.0223748416156684
208,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,4.7,1.547562508716013,2.16794833886788
209,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,6.2,1.824549292051046,2.4899799195977463
210,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,5.2,1.6486586255873816,2.280350850198276
211,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,4.2,1.4350845252893227,2.04939015319192
212,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,4.78,1.5644405465033646,2.186321110907545
213,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,4.49,1.501852701754163,2.118962010041709
214,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,5.24,1.6563214983329508,2.2891046284519194
215,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,5.51,1.706564623164823,2.3473389188611002
216,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,5.52,1.7083778602890038,2.349468024894146
217,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,4.67,1.541159071680806,2.1610182784974308
218,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,5.46,1.6974487897568136,2.3366642891095846
219,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,4.16,1.425515074273172,2.039607805437114
220,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,5.17,1.6428726885203377,2.2737634001804143
221,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,6.04,1.7984040119467235,2.4576411454889016
222,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,5.69,1.7387102481382397,2.3853720883753127
223,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,5.94,1.7817091333745536,2.4372115213907883
224,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,4.42,1.4861396960896067,2.1023796041628637
225,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,4.29,1.4562867329399256,2.071231517720798
226,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,5.75,1.749199854809259,2.3979157616563596
227,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,3.8,1.33500106673234,1.9493588689617927
228,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,5.04,1.6174060820832772,2.244994432064365
229,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,5.94,1.7817091333745536,2.4372115213907883
230,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,6.21,1.8261608959453874,2.4919871588754225
231,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,6.35,1.8484548129046001,2.5199206336708304
232,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,4.42,1.4861396960896067,2.1023796041628637
233,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,5.22,1.6524974018945473,2.2847319317591723
234,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,4.39,1.47932922708708,2.0952326839756963
235,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,5.38,1.682688374173693,2.3194827009486403
236,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,4.19,1.4327007339340465,2.046948949045872
237,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,5.51,1.706564623164823,2.3473389188611002
238,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,3.5,1.252762968495368,1.8708286933869707
239,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,31,4.91,1.5912739418064292,2.215851980616034
240,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,6.36,1.8500283773520307,2.5219040425836985
241,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,5.87,1.7698546338400052,2.4228082879171433
242,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,5.93,1.780024213009634,2.435159132377184
243,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,6.5,1.8718021769015913,2.5495097567963922
244,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,5.52,1.7083778602890038,2.349468024894146
245,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,5.1,1.62924053973028,2.258317958127243
246,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,6.42,1.8594181177018698,2.5337718918639855
247,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,4.84,1.5769147207285403,2.2
248,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,3.68,1.3029127521808397,1.9183326093250879
249,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,5.24,1.6563214983329508,2.2891046284519194
250,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,5.98,1.7884205679625405,2.445403852127497
251,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,5.43,1.691939133945844,2.3302360395462087
252,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,6.57,1.8825138324965192,2.563201123595259
253,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,5.54,1.7119945007591924,2.353720459187964
254,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,6.68,1.8991179875485542,2.584569596664017
255,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,5.25,1.6582280766035324,2.29128784747792
256,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,5.21,1.6505798557652755,2.2825424421026654
257,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,5.42,1.6900958154515549,2.328089345364563
258,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,5.57,1.7173950539391927,2.360084744241189
259,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,5.52,1.7083778602890038,2.349468024894146
260,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,5.32,1.6714733033535532,2.3065125189341593
261,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,5.83,1.763017000362401,2.414539293529927
262,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,5.5,1.7047480922384253,2.345207879911715
263,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,5.47,1.6992786164338898,2.3388031127052997
264,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,3.52,1.2584609896100056,1.876166303929372
265,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,5.16,1.6409365794934714,2.2715633383201093
266,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,4.97,1.6034198401085373,2.2293496809607953
267,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,4.59,1.5238800240724537,2.142428528562855
268,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,4.2,1.4350845252893227,2.04939015319192
269,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,2.77,1.0188473201992472,1.6643316977093239
270,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,5.09,1.6272778305624314,2.2561028345356955
271,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,4.75,1.55814461804655,2.179449471770337
272,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,5.19,1.6467336971777973,2.2781571499789037
273,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,5.49,1.7029282555214393,2.3430749027719964
274,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,4.66,1.5390154481375546,2.1587033144922905
275,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,4.88,1.5851452198650557,2.209072203437452
276,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,5.36,1.6789639750827108,2.3151673805580453
277,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,6.01,1.7934247485471162,2.4515301344262523
278,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,5.78,1.7544036826842861,2.4041630560342617
279,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,6.17,1.8196988379172965,2.483948469674844
280,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,5.05,1.6193882432872684,2.247220505424423
281,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,4.94,1.5973653311998313,2.222611077089287
282,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,5.56,1.715598108262491,2.3579652245103193
283,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,4.76,1.5602476682433286,2.181742422927143
284,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,5.15,1.6389967146756448,2.2693611435820435
285,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,4.88,1.5851452198650557,2.209072203437452
286,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,5.43,1.691939133945844,2.3302360395462087
287,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,4.29,1.4562867329399256,2.071231517720798
288,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,4.23,1.4422019930581866,2.0566963801203135
289,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,5.08,1.6253112615903906,2.253885533916929
290,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,4.61,1.5282278570085572,2.147091055358389
291,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,5.59,1.7209792871670078,2.364318083507378
292,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,4.74,1.556037135706985,2.177154105707724
293,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,4.74,1.556037135706985,2.177154105707724
294,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,4.39,1.47932922708708,2.0952326839756963
295,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,5.2,1.6486586255873816,2.280350850198276
296,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,5.33,1.673351238177753,2.3086792761230392
297,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,3.98,1.3812818192963463,1.9949937343260002
298,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,4.71,1.5496879080283263,2.1702534414210706
299,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,4.37,1.4747630091074988,2.090454496036687
300,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,31,5.4,1.6863989535702288,2.32379000772445
301,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,32,4.25,1.4469189829363254,2.0615528128088303
302,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,33,4.76,1.5602476682433286,2.181742422927143
303,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,6.61,1.888583653863595,2.570992026436488
304,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,4.72,1.5518087995974639,2.172556098240043
305,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,4.27,1.451613827240533,2.0663978319771825
306,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,3.96,1.3762440252663892,1.98997487421324
307,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,4.54,1.5129270120532565,2.130727575266252
308,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,4.86,1.5810384379124025,2.2045407685048604
309,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,6.35,1.8484548129046001,2.5199206336708304
310,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,4.93,1.5953389880545987,2.2203603311174516
311,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,4.06,1.4011829736136412,2.0149441679609885
312,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,4.69,1.545432582458188,2.1656407827707715
313,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,11,5.79,1.7561322915849038,2.406241883103193
314,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,12,5.28,1.6639260977181702,2.2978250586152114
315,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,13,4.02,1.3912819026309295,2.004993765576342
316,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,14,5.32,1.6714733033535532,2.3065125189341593
317,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,15,4.3,1.4586150226995167,2.073644135332772
318,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,16,4.98,1.6054298910365616,2.23159136044214
319,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,17,5.9,1.7749523509116738,2.4289915602982237
320,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,18,5.14,1.6370530794670737,2.2671568097509267
321,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,19,4.6,1.5260563034950492,2.1447610589527217
322,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,20,3.92,1.366091653802371,1.9798989873223332
323,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,21,3.7,1.308332819650179,1.9235384061671346
324,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,22,5.68,1.7369512327330598,2.3832750575625967
325,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,23,4.68,1.5432981099295553,2.1633307652783933
326,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,24,5.08,1.6253112615903906,2.253885533916929
327,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,25,4.71,1.5496879080283263,2.1702534414210706
328,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,26,3.36,1.2119409739751128,1.833030277982336
329,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,27,4.89,1.5871923034867805,2.211334438749598
330,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,28,3.52,1.2584609896100056,1.876166303929372
331,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,29,4.35,1.4701758451005926,2.085665361461421
332,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,30,4.4,1.4816045409242156,2.0976176963403033
333,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,1,5.56,1.715598108262491,2.3579652245103193
334,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,2,4.85,1.5789787049493917,2.202271554554524
335,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,3,5.21,1.6505798557652755,2.2825424421026654
336,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,4,4.47,1.4973884086254774,2.1142374511865976
337,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,5,4.96,1.601405740736836,2.227105745132009
338,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,6,5.96,1.7850704810772584,2.4413111231467406
339,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,7,5.64,1.7298840655099674,2.3748684174075834
340,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,8,5.7,1.7404661748405046,2.3874672772626644
341,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,9,4.87,1.5830939370944985,2.2068076490713913
342,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,10,4.29,1.4562867329399256,2.071231517720798
343,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,11,5.55,1.713797927758343,2.355843797877949
344,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,12,5.33,1.673351238177753,2.3086792761230392
345,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,13,6.25,1.8325814637483102,2.5
346,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,14,5.24,1.6563214983329508,2.2891046284519194
347,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,15,5.52,1.7083778602890038,2.349468024894146
348,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,16,6.23,1.8293763327993617,2.495996794869737
349,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,17,4.52,1.5085119938441398,2.1260291625469296
350,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,18,6.12,1.8115620965242347,2.4738633753705965
351,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,19,5.41,1.6882490928583902,2.3259406699226015
352,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,20,5.14,1.6370530794670737,2.2671568097509267
353,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,21,5.13,1.6351056591826783,2.264950330581225
354,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,22,4.96,1.601405740736836,2.227105745132009
