ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,tip_distance,spine_num,lower_spines,country,location,notes
4254,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,5.56,2.95,3.82,9.64,4,1,USA,Boca Grande,NA
4255,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,5.67,3.86,4.84,11.12,4,1,USA,Boca Grande,NA
4256,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,6.3,2.91,3.91,8.33,4,1,USA,Boca Grande,NA
4257,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,5.77,3.1,3.81,9.09,4,1,USA,Boca Grande,NA
4258,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,5.68,3.55,4.89,8.62,4,1,USA,Boca Grande,NA
4259,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,5.99,3.28,4.71,11.31,4,1,USA,Boca Grande,NA
4260,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,5.48,3.72,4.63,9.66,4,1,USA,Boca Grande,NA
4261,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,5.18,2.58,4.62,8.34,4,1,USA,Boca Grande,NA
4262,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,6.66,3.09,4.45,9.4,4,1,USA,Boca Grande,NA
4263,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,5.48,2.59,4.18,7.95,4,1,USA,Boca Grande,NA
4264,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,6.01,2.95,4.35,10.1,4,1,USA,Boca Grande,NA
4265,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,6.56,3.21,4.52,8.28,4,1,USA,Boca Grande,NA
4266,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,5.54,2.83,4.24,7.48,4,1,USA,Boca Grande,NA
4267,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,5.52,2.52,3.47,5.49,4,1,USA,Boca Grande,NA
4268,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,5.36,2.66,4.07,7.42,4,1,USA,Boca Grande,NA
4269,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,5.92,2.84,4.1,8.17,4,1,USA,Boca Grande,NA
4270,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,5.02,2.6,3.99,7.18,4,1,USA,Boca Grande,NA
4271,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,4.56,2.31,4,5.1,4,1,USA,Boca Grande,NA
4272,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,4.38,2.14,2.82,5.93,4,1,USA,Boca Grande,NA
4273,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,4.49,2.51,3.76,6.87,4,1,USA,Boca Grande,NA
4274,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,3.89,2.61,3.69,6.61,4,1,USA,Boca Grande,NA
4275,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,2.9,2.36,2.7,2.93,4,1,USA,Boca Grande,NA
4276,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,3.5,2.72,3.09,7.24,2,0,USA,Boca Grande,NA
4277,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,4.61,2.43,3.57,6.94,4,1,USA,Boca Grande,NA
4278,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,4.15,2.22,3.73,5.83,4,1,USA,Boca Grande,NA
4279,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,4.34,2.83,3.39,7.68,4,1,USA,Boca Grande,NA
4280,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,5.12,3,4.05,7.23,4,1,USA,Boca Grande,NA
4281,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,6.42,3.78,5.28,14.31,4,1,USA,Boca Grande,NA
4282,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,5.98,3.45,4.69,13.66,4,1,USA,Boca Grande,NA
4283,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,6.3,4.44,5.56,14.68,4,1,USA,Boca Grande,NA
4284,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,6.39,3.31,5.09,12.33,4,1,USA,Boca Grande,NA
4285,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,5.66,3.55,4.92,10.75,4,1,USA,Boca Grande,NA
4286,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,6.99,3.78,5.99,12.3,4,1,USA,Boca Grande,NA
4287,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,6.45,3.34,4.58,7.94,4,1,USA,Boca Grande,NA
4288,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,6.12,3.59,4.37,11.47,4,1,USA,Boca Grande,NA
4289,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,4.52,3.49,4.46,12.58,4,1,USA,Boca Grande,NA
4290,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,6.58,3.59,4.72,9.38,4,1,USA,Boca Grande,NA
4291,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,11,6.67,3.8,5.44,13.68,4,1,USA,Boca Grande,NA
4292,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,6.15,4.37,4.23,9.69,4,1,USA,Boca Grande,NA
4293,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,5.45,3.13,4.24,11.11,4,1,USA,Boca Grande,NA
4294,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,6.42,3.58,4.21,9.18,4,1,USA,Boca Grande,NA
4295,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,5.51,3.05,4.55,10.33,4,1,USA,Boca Grande,NA
4296,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,5.14,2.92,4.13,6.16,4,1,USA,Boca Grande,NA
4297,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,6.36,3.24,4.61,10.53,4,1,USA,Boca Grande,NA
4298,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,4.03,2.52,3.94,8.4,4,1,USA,Boca Grande,NA
4299,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,5.04,3.55,4.52,12.21,4,1,USA,Boca Grande,NA
4300,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,3.94,2.74,3.74,9.18,4,1,USA,Boca Grande,NA
4301,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,4.06,2.54,3.17,9.16,4,1,USA,Boca Grande,NA
4302,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,5.26,3.02,4.57,8.03,4,1,USA,Boca Grande,NA
4303,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,4.18,2.83,4.05,6.92,4,1,USA,Boca Grande,NA
4304,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,4.17,3.02,4.49,7.78,4,1,USA,Boca Grande,NA
4305,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,5.25,3.83,4.91,8.97,4,1,USA,Boca Grande,NA
4306,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,4.78,2.88,4.04,8.12,4,1,USA,Boca Grande,NA
4307,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,5.07,3.03,4.57,8.79,4,1,USA,Boca Grande,NA
4308,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,5.02,3.15,4.59,7.84,4,1,USA,Boca Grande,NA
4309,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,2.83,3.77,3.79,7.47,4,1,USA,Boca Grande,NA
4310,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,4.76,2.58,4.43,7.7,4,1,USA,Boca Grande,NA
4311,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,4.66,2.44,3.78,7.57,4,1,USA,Boca Grande,NA
4312,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,3.66,2.15,3.41,6.07,4,1,USA,Boca Grande,NA
4313,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,4.98,2.49,3.44,8.78,4,1,USA,Boca Grande,NA
4314,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,4.73,2.72,3.74,8.01,4,1,USA,Boca Grande,NA
4315,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,5.41,3.23,4.08,9.48,4,1,USA,Boca Grande,NA
4316,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,3.74,2.25,3.45,6.64,4,1,USA,Boca Grande,NA
4317,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,5.73,3.25,4.36,11.48,4,1,USA,Boca Grande,NA
4318,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,5.72,2.93,3.63,8.62,4,1,USA,Boca Grande,NA
4319,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,4.97,3.01,4.08,10.11,4,1,USA,Boca Grande,NA
4320,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,5.3,3.15,3.93,9.27,4,1,USA,Boca Grande,NA
4321,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,3.72,2.54,3.7,6.69,4,1,USA,Boca Grande,NA
4322,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,4.61,3.73,3.81,9.92,4,1,USA,Boca Grande,NA
4323,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,5.76,3.68,4.3,10.16,4,1,USA,Boca Grande,NA
4324,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,5.6,3.41,4.21,9.67,4,1,USA,Boca Grande,NA
4325,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,5.19,3.34,3.88,10,4,1,USA,Boca Grande,NA
4326,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,5.65,3.55,4,10.05,4,1,USA,Boca Grande,NA
4327,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,5.34,3.39,3.82,9.84,4,1,USA,Boca Grande,NA
4328,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,5.18,2.78,3.87,8.99,4,1,USA,Boca Grande,NA
4329,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,5.17,4,3.88,10.38,4,1,USA,Boca Grande,NA
4330,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,3.69,1.62,2.73,3.63,4,1,USA,Boca Grande,NA
4331,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,4.27,2.23,2.9,4.64,4,1,USA,Boca Grande,NA
4332,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,5.17,3.58,4.25,7.81,4,1,USA,Boca Grande,NA
4333,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,5.97,3.72,4.71,10.8,4,1,USA,Boca Grande,NA
4334,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,5.67,3.57,4.39,10.41,4,1,USA,Boca Grande,NA
4335,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,5.07,2.45,3.71,8.46,4,1,USA,Boca Grande,NA
4336,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,5.66,2.73,4.39,8.5,4,1,USA,Boca Grande,NA
4337,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,5.27,3.35,4.1,9.81,4,1,USA,Boca Grande,NA
4338,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,5.56,3.77,4.33,5.01,4,1,USA,Boca Grande,NA
4339,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,4.46,2.95,3.95,10.02,4,1,USA,Boca Grande,NA
4340,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,5.03,3.45,4.33,10.32,4,1,USA,Boca Grande,NA
4341,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,5.75,3.51,4.52,7.71,4,1,USA,Boca Grande,NA
4342,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.35,2.72,4.14,8.42,4,1,USA,Vero Beach,NA
4343,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.27,3.29,4.42,8.11,4,1,USA,Vero Beach,NA
4344,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.79,3.19,4.65,8.51,4,1,USA,Vero Beach,NA
4345,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.17,2.8,4.39,9.17,4,1,USA,Vero Beach,NA
4346,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.05,2.72,4.2,7.89,4,1,USA,Vero Beach,NA
4347,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.06,3.02,4.51,8.42,4,1,USA,Vero Beach,NA
4348,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.83,2.65,4.05,6.67,4,1,USA,Vero Beach,NA
4349,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.28,2.39,4.11,5.44,4,1,USA,Vero Beach,NA
4350,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.15,2.96,3.77,5.22,4,1,USA,Vero Beach,NA
4351,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.85,2.41,3.63,6.52,4,1,USA,Vero Beach,NA
4352,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.38,2.99,4.18,6.41,4,1,USA,Vero Beach,NA
4353,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,7.25,3.63,5.07,8.97,4,1,USA,Vero Beach,NA
4354,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.36,3.36,4.79,7.01,4,1,USA,Vero Beach,NA
4355,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.07,3.19,4.93,8.89,4,1,USA,Vero Beach,NA
4356,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.58,1.77,3.12,3.51,4,1,USA,Vero Beach,NA
4357,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.71,3.46,5.13,8.27,4,1,USA,Vero Beach,NA
4358,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.49,1.91,3.35,6.66,4,1,USA,Vero Beach,NA
4359,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,7.39,3.11,4.46,8.02,4,1,USA,Vero Beach,NA
4360,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.89,2.89,4.15,7.46,4,1,USA,Vero Beach,NA
4361,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.08,2.41,3.79,6.31,4,1,USA,Vero Beach,NA
4362,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,7.26,4.25,4.81,9.18,4,1,USA,Vero Beach,NA
4363,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.71,4.39,5.32,11.54,4,1,USA,Vero Beach,NA
4364,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.19,3.16,4.29,8.52,4,1,USA,Vero Beach,NA
4365,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.79,1.95,3.01,5.71,4,1,USA,Vero Beach,NA
4366,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.28,2.6,3.84,5.3,4,1,USA,Vero Beach,NA
4367,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.25,3.44,4.85,7.31,4,1,USA,Vero Beach,NA
4368,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,7.62,4.65,4.82,8.47,4,1,USA,Vero Beach,NA
4369,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.61,3.54,4.97,8.11,4,1,USA,Vero Beach,NA
4370,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.44,1.95,2.97,5.84,4,1,USA,Vero Beach,NA
4371,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.98,1.71,2.74,3.99,4,1,USA,Vero Beach,NA
4372,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.79,3.4,5.01,9.55,4,1,USA,Vero Beach,NA
4373,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.29,2.19,3.03,4.68,4,1,USA,Vero Beach,NA
4374,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.76,2.22,4.28,8.68,4,1,USA,Vero Beach,NA
4375,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.38,3.69,4.41,8.53,4,1,USA,Vero Beach,NA
4376,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.82,2.88,3.78,7.37,4,1,USA,Vero Beach,NA
4377,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.64,4.31,4.41,10.5,4,1,USA,Vero Beach,NA
4378,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.21,4.12,4.68,10.2,4,1,USA,Vero Beach,NA
4379,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.78,3.73,4.95,9.93,4,1,USA,Vero Beach,NA
4380,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.88,3.08,4.69,7.84,4,1,USA,Vero Beach,NA
4381,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.82,1.74,2.9,3.88,4,1,USA,Vero Beach,NA
4382,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.85,2.17,2.96,9.63,4,1,USA,Vero Beach,NA
4383,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.12,3.35,4.7,9.24,4,1,USA,Vero Beach,NA
4384,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,5.81,4.02,4.89,12.59,4,1,USA,Vero Beach,NA
4385,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.24,3.47,4.56,10.02,4,1,USA,Vero Beach,NA
4386,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.34,2.72,3.99,5.52,4,1,USA,Vero Beach,NA
4387,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,11,7.31,3.64,5.22,8.39,4,1,USA,Vero Beach,NA
4388,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,12,5.69,3.78,4.94,10.83,4,1,USA,Vero Beach,NA
4389,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,13,5.64,3.7,4.91,12.2,4,1,USA,Vero Beach,NA
4390,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,14,6.25,3.38,4.45,9.36,4,1,USA,Vero Beach,NA
4391,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,15,7.55,3.75,4.62,7.99,4,1,USA,Vero Beach,NA
4392,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.7,3.18,4.39,6.59,4,1,USA,Vero Beach,NA
4393,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.27,2.45,4.07,7.95,4,1,USA,Vero Beach,NA
4394,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.99,2.99,4.57,9.95,4,1,USA,Vero Beach,NA
4395,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.14,2.96,3.88,9.37,4,1,USA,Vero Beach,NA
4396,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.26,1.57,3.8,6.25,4,1,USA,Vero Beach,NA
4397,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.1,2.12,3.46,6.97,4,1,USA,Vero Beach,NA
4398,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.18,2.84,3.99,7.78,4,1,USA,Vero Beach,NA
4399,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.05,4.41,4.4,9.83,4,1,USA,Vero Beach,NA
4400,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.96,3.42,4.21,9.05,4,1,USA,Vero Beach,NA
4401,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.14,3.21,4.51,8.83,4,1,USA,Vero Beach,NA
4402,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.29,2.32,3.7,7.07,4,1,USA,Vero Beach,NA
4403,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.97,3.23,4.75,8.75,4,1,USA,Vero Beach,NA
4404,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.47,3.75,4.59,10.49,4,1,USA,Vero Beach,NA
4405,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.38,3.35,4.3,9.17,4,1,USA,Vero Beach,NA
4406,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.01,3.2,3.73,7.83,4,1,USA,Vero Beach,NA
4407,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.48,3.1,4.35,9.52,4,1,USA,Vero Beach,NA
4408,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.67,3.08,4.52,8.98,4,1,USA,Vero Beach,NA
4409,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.53,3.23,4.49,7.54,4,1,USA,Vero Beach,NA
4410,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.18,2.91,4.1,7.39,4,1,USA,Vero Beach,NA
4411,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.48,2.67,4,7.99,4,1,USA,Vero Beach,NA
4412,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.55,3.7,4.72,8.04,4,1,USA,Vero Beach,NA
4413,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.94,4.49,5.13,10.41,4,1,USA,Vero Beach,NA
4414,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.74,3.97,4.96,10.22,4,1,USA,Vero Beach,NA
4415,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.15,2.78,4.25,7.86,4,1,USA,Vero Beach,NA
4416,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.21,3.12,4.1,8,4,1,USA,Vero Beach,NA
4417,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.75,2.06,3.6,6.58,4,1,USA,Vero Beach,NA
4418,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.83,2.44,4.07,6.31,4,1,USA,Vero Beach,NA
4419,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5,2.82,4.22,7.14,4,1,USA,Vero Beach,NA
4420,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.09,2.9,4.59,6.76,4,1,USA,Vero Beach,NA
4421,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.8,2.25,3.58,6.91,4,1,USA,Vero Beach,NA
4422,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,5.25,2.58,3.84,6.83,4,1,USA,Vero Beach,NA
4423,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.78,2.54,3.38,5.47,4,1,USA,Vero Beach,NA
4424,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.47,2.61,3.97,7.1,4,1,USA,Vero Beach,NA
4425,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.32,2.01,3.57,5.14,4,1,USA,Vero Beach,NA
4426,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,2.83,1.75,3.07,4.53,4,1,USA,Vero Beach,NA
4427,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.73,2.69,3.73,8.25,4,1,USA,Vero Beach,NA
4428,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.44,2.58,4.19,9.56,4,1,USA,Vero Beach,NA
4429,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.36,3.09,4.43,9.11,4,1,USA,Vero Beach,NA
4430,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.89,2.61,3.47,7.59,4,1,USA,Vero Beach,NA
4431,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.5,2.68,4.32,9.38,4,1,USA,Vero Beach,NA
4432,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,5.86,3.02,4.53,9.19,4,1,USA,Vero Beach,NA
4433,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.91,2.67,3.93,8.5,4,1,USA,Vero Beach,NA
4434,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.15,2.63,4.42,9.14,4,1,USA,Vero Beach,NA
4435,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.34,2.66,4.42,8.33,4,1,USA,Vero Beach,NA
4436,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.13,2.76,4.15,8.76,4,1,USA,Vero Beach,NA
4437,Florida_259,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.13,2.79,4.04,8.28,4,1,USA,Vero Beach,NA
