ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,tip_distance,spine_num,lower_spines,country,location,notes
550,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,1,7.89,3.38,4.87,9.71,2,0,Ecuador,Puerto Egas,NA
551,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,2,7.78,3.29,5.59,8.1,2,0,Ecuador,Puerto Egas,NA
552,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,3,6.36,3.07,4.48,9.05,2,0,Ecuador,Puerto Egas,NA
553,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,4,6.95,3.12,5.31,7.98,2,0,Ecuador,Puerto Egas,NA
554,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,5,6.59,3.05,4.5,9.93,2,0,Ecuador,Puerto Egas,NA
555,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,1,7.113,3.4,4.25,10.76,4,1,Ecuador,Puerto Egas,NA
556,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,2,5.82,3.45,3.48,8.53,4,1,Ecuador,Puerto Egas,NA
557,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,3,7.13,3.72,5.36,9.83,2,0,Ecuador,Puerto Egas,NA
558,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,5,8.01,3.78,6.33,8.97,4,1,Ecuador,Puerto Egas,NA
559,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,6,6.99,4.28,5.33,10.66,2,0,Ecuador,Puerto Egas,NA
560,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,7,7.52,4.06,5.57,10.7,2,0,Ecuador,Puerto Egas,NA
561,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,8,7,3.85,5.36,10.16,4,1,Ecuador,Puerto Egas,NA
562,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,1,6.95,3.64,5.37,8.92,2,0,Ecuador,Salvaje de corazon,NA
563,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,6.51,3.86,5.08,9.52,2,0,Ecuador,Salvaje de corazon,NA
564,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,6.57,3.55,5.3,10.28,2,0,Ecuador,Salvaje de corazon,NA
565,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,6.57,4.36,5.84,10.51,2,0,Ecuador,Salvaje de corazon,NA
566,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,6.41,3.31,4.73,7.6,2,0,Ecuador,Salvaje de corazon,NA
567,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,6,6.99,3.25,5.16,9.22,2,0,Ecuador,Salvaje de corazon,NA
568,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,7,6.08,4.47,5.34,8.84,2,0,Ecuador,Salvaje de corazon,NA
569,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,8,6.99,3.72,4.39,8.59,2,0,Ecuador,Salvaje de corazon,NA
570,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,9,6.41,3.51,4.86,8.64,2,0,Ecuador,Salvaje de corazon,NA
571,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,1,5.59,3.34,5.4,9.19,2,0,Ecuador,Salvaje de corazon,NA
572,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,6.52,3.72,5.17,9.07,2,0,Ecuador,Salvaje de corazon,NA
573,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,6.64,3.84,5.1,8.42,2,0,Ecuador,Salvaje de corazon,NA
574,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,5.7,3.85,4.95,8.61,2,0,Ecuador,Salvaje de corazon,NA
575,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,7.01,4.3,5.69,8.29,2,0,Ecuador,Salvaje de corazon,NA
576,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,6,4.87,2.62,4.31,6.91,2,0,Ecuador,Salvaje de corazon,NA
577,Expedition_67,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,1,6.55,3.25,5.04,6.27,2,0,Ecuador,Salvaje de corazon,NA
578,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,6.57,2.93,5.19,7.07,2,0,Ecuador,Salvaje de corazon,NA
579,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,5.98,3.66,5.99,8.47,2,0,Ecuador,Salvaje de corazon,NA
580,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,6.36,3.06,5.14,6.89,2,0,Ecuador,Salvaje de corazon,NA
581,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,5.48,2.93,4.45,7.27,2,0,Ecuador,Salvaje de corazon,NA
582,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,6,5.8,3.89,5.13,9.14,2,0,Ecuador,Salvaje de corazon,NA
583,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,7,6.79,3.87,5.06,10.39,2,0,Ecuador,Salvaje de corazon,NA
584,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,8,5.95,3.11,3.17,7.8,2,0,Ecuador,Salvaje de corazon,NA
585,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,9,5.46,3.1,5.08,7.82,2,0,Ecuador,Salvaje de corazon,NA
586,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,9.34,4.67,5.97,10.52,2,0,Ecuador,Playa Roja,NA
587,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,9.06,3.75,5.85,10.97,2,0,Ecuador,Playa Roja,NA
588,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.42,3.33,5.78,10.53,2,0,Ecuador,Playa Roja,NA
589,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,8.73,3.95,5.98,11.24,2,0,Ecuador,Playa Roja,NA
590,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,6.84,3.37,4.67,8.3,2,0,Ecuador,Playa Roja,NA
591,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,8.07,4.04,5.99,11.56,2,0,Ecuador,Playa Roja,NA
592,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,8.17,4.68,5.75,11.53,2,0,Ecuador,Playa Roja,NA
593,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.33,4.03,5.57,10.45,2,0,Ecuador,Playa Roja,NA
594,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,8.16,3.7,5.71,11.73,2,0,Ecuador,Playa Roja,NA
595,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,6.53,2.89,4.6,7.42,2,0,Ecuador,Playa Roja,NA
596,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,8.47,3.98,5.9,11.17,2,0,Ecuador,Playa Roja,NA
597,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,5.26,2.64,3.96,2.91,2,0,Ecuador,Playa Roja,NA
598,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.82,3.87,5.93,10.52,2,0,Ecuador,Playa Roja,NA
599,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,5.91,2.8,4.63,8.82,2,0,Ecuador,Playa Roja,NA
600,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,6.81,3.06,5.37,7.93,2,0,Ecuador,Playa Roja,NA
601,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,6.78,3.58,5.25,11.27,2,0,Ecuador,Playa Roja,NA
602,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,8.25,3.96,6.05,10.5,2,0,Ecuador,Playa Roja,NA
603,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.85,3.26,5.4,8.85,2,0,Ecuador,Playa Roja,NA
604,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,5.12,2.04,3.78,7.06,2,0,Ecuador,Playa Roja,NA
605,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,4.59,1.64,3.02,3.94,2,0,Ecuador,Playa Roja,NA
606,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,8.39,4.46,6.04,11.63,2,0,Ecuador,Playa Roja,NA
607,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,6.56,3.42,4.99,9.77,2,0,Ecuador,Playa Roja,NA
608,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,7.32,3.44,5.4,10.45,2,0,Ecuador,Playa Roja,NA
609,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,9.23,4.41,6.5,11.57,2,0,Ecuador,Playa Roja,NA
610,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,9.6,4.19,6.23,11.75,2,0,Ecuador,Playa Roja,NA
611,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,16,8.84,4.26,6.35,10.86,2,0,Ecuador,Playa Roja,NA
612,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,17,5.04,2.24,4.19,7.63,2,0,Ecuador,Playa Roja,NA
613,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,9.67,4.68,6.58,12.84,2,0,Ecuador,Playa Roja,NA
614,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.95,4.13,6.23,12.33,2,0,Ecuador,Playa Roja,NA
615,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,6.82,2.18,5.01,8.2,2,0,Ecuador,Playa Roja,NA
616,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,7.5,3.07,5.53,11.01,2,0,Ecuador,Playa Roja,NA
617,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,8.15,3.53,5.6,10.26,2,0,Ecuador,Playa Roja,NA
618,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,6.13,2.79,4.2,3.77,2,0,Ecuador,Playa Roja,NA
619,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,7.53,2.71,4.7,9.92,2,0,Ecuador,Playa Roja,NA
620,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.46,3,5.24,10.62,2,0,Ecuador,Playa Roja,NA
621,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.7,3.61,5.77,11.81,2,0,Ecuador,Playa Roja,NA
622,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,10.09,4.54,6.47,11.86,2,0,Ecuador,Playa Roja,NA
623,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,5,2.3,4.12,5.4,2,0,Ecuador,Playa Roja,NA
624,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,6.23,2.68,4.58,7.79,2,0,Ecuador,Playa Roja,NA
625,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,7.6,3.4,5.5,11.81,2,0,Ecuador,Playa Roja,NA
626,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,7.25,3.03,5.24,10.25,2,0,Ecuador,Playa Roja,NA
627,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,7.31,3.86,5.54,10.33,2,0,Ecuador,Playa Roja,NA
628,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,5.79,2.83,4.42,7.44,2,0,Ecuador,Playa Roja,NA
629,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,8.02,3.34,5.63,10.97,2,0,Ecuador,Playa Roja,NA
630,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,7.99,3.39,5.36,10.2,2,0,Ecuador,Playa Roja,NA
631,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,7.68,3.8,5.64,11.46,2,0,Ecuador,Playa Roja,NA
632,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,5.96,2.24,4.02,7.06,2,0,Ecuador,Playa Roja,NA
633,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.99,3.45,5.15,11.36,2,0,Ecuador,Playa Roja,NA
634,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.46,4.12,5.36,11.58,2,0,Ecuador,Playa Roja,NA
635,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,6.54,2.96,5.05,9.01,2,0,Ecuador,Playa Roja,NA
636,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,8.37,3.88,5.39,8.76,2,0,Ecuador,Playa Roja,NA
637,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.11,3.45,5.7,9.67,4,1,Ecuador,Playa Roja,NA
638,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,6.25,2.48,4.32,5.42,2,0,Ecuador,Playa Roja,NA
639,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,9.01,3.7,5.43,9.18,2,0,Ecuador,Playa Roja,NA
640,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,5.86,2.77,4.47,7.25,4,1,Ecuador,Playa Roja,NA
641,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,7.71,3.68,5.71,9.98,4,1,Ecuador,Playa Roja,NA
642,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,7.23,3.47,5.42,8.37,2,0,Ecuador,Playa Roja,NA
643,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.3,2.99,4.52,5.06,2,0,Ecuador,Playa Roja,NA
644,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,8.87,4.11,5.52,8.87,2,0,Ecuador,Playa Roja,NA
645,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,8.5,3.94,5.43,7.7,2,0,Ecuador,Playa Roja,NA
646,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,7.49,3.26,4.85,7.94,2,0,Ecuador,Playa Roja,NA
647,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,8.71,3.32,5.32,9.08,2,0,Ecuador,Playa Roja,NA
648,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.66,4.29,6.17,8.99,4,1,Ecuador,Playa Roja,NA
649,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,6.41,2.74,4.57,5.28,2,0,Ecuador,Playa Roja,NA
650,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,4.89,2.3,4.07,5.9,2,0,Ecuador,Playa Roja,NA
651,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,7.79,3.45,5.32,9.96,2,0,Ecuador,Playa Roja,NA
652,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.06,3.06,5.21,10.81,2,0,Ecuador,Playa Roja,NA
653,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.24,3.05,4.97,8.48,2,0,Ecuador,Playa Roja,NA
654,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,6.75,3,4.89,7.98,2,0,Ecuador,Playa Roja,NA
655,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,8.13,3.65,5.81,10.37,2,0,Ecuador,Playa Roja,NA
656,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,5.82,2.49,4.04,5.94,2,0,Ecuador,Playa Roja,NA
657,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,5.51,2.34,4.17,5.63,2,0,Ecuador,Playa Roja,NA
658,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.59,2.9,5.04,8.81,2,0,Ecuador,Playa Roja,NA
659,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.39,3.51,4.99,10.87,2,0,Ecuador,Playa Roja,NA
660,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,6.75,2.8,5.09,7.92,2,0,Ecuador,Playa Roja,NA
661,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,7.76,3.33,5.02,9.48,2,0,Ecuador,Playa Roja,NA
662,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,7.67,3.36,5.61,10.02,2,0,Ecuador,Playa Roja,NA
663,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.14,3.56,5.85,9.43,2,0,Ecuador,Playa Roja,NA
664,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,5.95,2.82,4.6,7.57,2,0,Ecuador,Playa Roja,NA
665,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,6.73,3.08,4.77,10.06,2,0,Ecuador,Playa Roja,NA
666,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,6.15,2.8,4.86,7.23,4,1,Ecuador,Playa Roja,NA
667,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,7.45,3.23,5.15,8.7,4,1,Ecuador,Playa Roja,NA
668,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,8.18,3.69,5.44,10.3,4,1,Ecuador,Playa Roja,NA
669,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,7.15,2.91,4.87,9.89,4,1,Ecuador,Playa Roja,NA
670,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,6.86,3.39,4.81,8.52,4,1,Ecuador,Playa Roja,NA
671,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,8.04,4.43,5.46,8.93,4,1,Ecuador,Playa Roja,NA
672,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,9.23,4.59,6.35,10.45,4,1,Ecuador,Playa Roja,NA
673,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.45,3.73,5.22,8.32,4,1,Ecuador,Playa Roja,NA
674,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.14,3.04,5.21,7.28,4,1,Ecuador,Playa Roja,NA
675,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,8.54,4.03,6.14,8.9,4,1,Ecuador,Playa Roja,NA
676,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,9.08,4.14,6.26,8.28,4,1,Ecuador,Playa Roja,NA
677,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,7.87,3.75,5.26,9.24,4,1,Ecuador,Playa Roja,NA
678,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.24,4.39,5.54,9.34,4,1,Ecuador,Playa Roja,NA
679,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,6.81,3.92,5.25,10.18,2,0,Ecuador,Playa Roja,NA
680,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.18,3.76,5.23,10.16,2,0,Ecuador,Playa Roja,NA
681,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.69,3.89,5.6,9.95,2,0,Ecuador,Playa Roja,NA
682,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,6.59,2.97,5.26,9.72,2,0,Ecuador,Playa Roja,NA
683,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,7.93,3.95,5.93,11.64,2,0,Ecuador,Playa Roja,NA
684,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,7,3.07,4.96,11.12,2,0,Ecuador,Playa Roja,NA
685,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,6.89,3.28,4.97,11.78,2,0,Ecuador,Playa Roja,NA
686,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.52,3.67,5.07,10.92,2,0,Ecuador,Playa Roja,NA
687,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.24,3.14,5.11,10.29,2,0,Ecuador,Playa Roja,NA
688,Expedition_76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,7.14,3.57,5.43,10.96,2,0,Ecuador,Playa Roja,NA
689,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,9.41,3.95,5.23,9.9,2,0,Ecuador,Playa Roja,NA
690,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.77,3.86,5.43,10.16,2,0,Ecuador,Playa Roja,NA
691,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,9.35,3.68,5.68,10.87,2,0,Ecuador,Playa Roja,NA
692,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,9.02,4.17,5.75,10.7,2,0,Ecuador,Playa Roja,NA
693,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,8.11,3.33,5.21,8.65,2,0,Ecuador,Playa Roja,NA
694,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,8.99,3.73,5.61,11.59,2,0,Ecuador,Playa Roja,NA
695,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,8.86,3.84,5.62,10.54,2,0,Ecuador,Playa Roja,NA
